Student_id,Time_used(seconds),Sex,County,Total_Rater_1,Total_Rater_2,Total_Average,Asp_25_Rater_1,Asp_25_Rater_2,Asp_28_Rater_1,Asp_28_Rater_2,Asp_28_Average,Asp_34_Rater_1,Asp_34_Rater_2,Asp_34_Average,Asp_35_Rater_1,Asp_35_Rater_2,Asp_39_Rater_1,Asp_39_Rater_2,Asp_40_Rater_1,Asp_40_Rater_2,Asp_40_Average,Asp_41_Rater_1,Asp_41_Rater_2,Asp_42_Rater_1,Asp_42_Rater_2,Asp_42_Average,Asp_43_Rater_1,Asp_43_Rater_2,Asp_43_Average,word_count,sent_count,word_len,sent_len,LIX,SMOG,FK,lemma_count,TTR,RTTR,Uber,Maas,MTLD,CVV,LD,A,D,I,J,K,N,P,S,V,SV_ratio,F-index,A_TTR,D_TTR,J_TTR,K_TTR,P_TTR,S_TTR,V_TTR,S_abstr,rare_5000,rare_4000,rare_3000,rare_2000,rare_1000,n_cases,Nom,Gen,Par,Add,Ill,AddIll,Ine,Ela,All,Ade,Abl,Tra,Ter,Ess,Abe,Com,Sing,Plur,S_cases,S_Plur,A_cases,A_Plur,A_Pos,A_Cmp,A_Sup,P_cases,P_Plur,P_Prs,P_Reflex,P_Dem,P_Ind,P_IntRel,V_Fin,V_Ind,V_Cnd,V_Imp,V_Prs1,V_Prs2,V_Prs3,V_Pres,V_Past,V_Sing,V_Plur,V_Neg,V_Pass,V_NonFin,V_Inf,V_Part,V_Conv,J_Sub,K_Post,replaced_words,replaced_word_ratio,wordorder_errors,wordorder_error_ratio,missing_words,missing_word_ratio,unnecessary_words,unnecessary_word_ratio,whitespace_errors,whitespace_error_ratio,misc_errors,misc_error_ratio,replaced_punct,replaced_punct_ratio,unnecessary_punct,unnecessary_punct_ratio,missing_punct,missing_punct_ratio,error_count,errors_per_word,errors_per_sent,spelling_errors,spell_error_word_ratio,paragraph_count,mean_word_count,mean_sent_count,std_word_count,std_sent_count,diff_word_count,diff_sent_count
id_ a8XhTl,3620,N,Tartu maakond,17.0,26,21.5,0.0,3,1.0,2,1.5,3.0,3,3.0,3.0,3,2.0,3,2.0,3,2.5,2.0,3,2.0,3,2.5,2.0,3,2.5,203,22,6.763546798,9.227272727,57,14.74771314,19.22341468875952,100,0.492610837,7.018624063,39.87108851,0.02508083,203.0,2.108185107,0.669950739,0.21182266,0.137931034,0.0,0.068965517,0.019704433,0.0,0.083743842,0.251231527,0.221674877,1.133333333,51.97044335,0.441860465,0.642857143,0.357142857,1.0,0.352941176,0.549019608,0.444444444,2.257142857,0.118226601,0.177339901,0.261083744,0.275862069,0.334975369,10,0.351351351,0.198198198,0.27027027,0.0,0.0,0.0,0.009009009,0.009009009,0.027027027,0.054054054,0.0,0.027027027,0.0,0.009009009,0.0,0.036036036,0.684684685,0.306306306,7,0.352941176,6,0.23255814,0.976744186,0.023255814,0.0,6,0.352941176,0.235294118,0.058823529,0.294117647,0.058823529,0.352941176,0.666666667,0.644444444,0.022222222,0.0,0.0,0.0,0.622222222,0.666666667,0.044444444,0.488888889,0.133333333,0.022222222,0.022222222,0.288888889,0.2,0.044444444,0.044444444,0.142857143,0.75,11,0.688,1,0.063,0,0.0,0,0.0,1,0.063,0,0.0,0,0.0,2,0.125,1,0.063,16,0.078817734,0.727272727,2,0.01,5,39.6,4.2,5.727128425310541,0.4472135954999579,14,1
id_ JhdxWV,2680,N,Tartu maakond,15.0,15,15.0,0.0,1,1.0,2,1.5,1.0,1,1.0,3.0,1,2.0,1,2.0,2,2.0,2.0,2,2.0,2,2.0,2.0,3,2.5,214,15,7.037383178,14.26666667,60,17.87934746,23.168392523364485,128,0.598130841,8.749899866,56.02478186,0.017849244,174.9489051,2.803652103,0.602803738,0.154205607,0.121495327,0.0,0.121495327,0.023364486,0.0,0.079439252,0.299065421,0.200934579,1.488372093,53.73831776,0.727272727,0.653846154,0.307692308,0.8,0.294117647,0.71875,0.604651163,1.972222222,0.135514019,0.182242991,0.214953271,0.238317757,0.285046729,10,0.377192982,0.184210526,0.219298246,0.0,0.0,0.0,0.00877193,0.026315789,0.01754386,0.00877193,0.0,0.078947368,0.0,0.0,0.00877193,0.035087719,0.447368421,0.50877193,10,0.40625,4,0.666666667,0.878787879,0.060606061,0.03030303,4,0.588235294,0.294117647,0.058823529,0.235294118,0.0,0.411764706,0.76744186,0.76744186,0.0,0.0,0.0,0.023255814,0.558139535,0.76744186,0.0,0.162790698,0.418604651,0.069767442,0.11627907,0.11627907,0.093023256,0.0,0.023255814,0.307692308,0.4,8,0.615,1,0.077,0,0.0,0,0.0,0,0.0,2,0.154,0,0.0,1,0.077,1,0.077,13,0.060747664,0.866666667,6,0.028,6,35.333333333333336,2.333333333333333,22.07864730155964,1.3662601021279464,65,4
id_ Z4DUA6,2145,N,Tartu maakond,24.0,26,25.0,3.0,3,3.0,3,3.0,3.0,3,3.0,3.0,3,3.0,3,3.0,3,3.0,3.0,3,1.0,2,1.5,2.0,3,2.5,318,22,6.487421384,14.45454545,58,17.64278749,20.58626643796456,160,0.504918033,8.818014348,47.88399433,0.020883805,232.2423664,2.15177531,0.580327869,0.106918239,0.135220126,0.0,0.078616352,0.028301887,0.003144654,0.075471698,0.342767296,0.229559748,1.493150685,51.88679245,0.735294118,0.720930233,0.28,0.777777778,0.375,0.52293578,0.356164384,1.923076923,0.088050314,0.110062893,0.13836478,0.169811321,0.216981132,10,0.297619048,0.273809524,0.101190476,0.0,0.0,0.0,0.113095238,0.023809524,0.017857143,0.05952381,0.0,0.017857143,0.0,0.017857143,0.0,0.05952381,0.654761905,0.327380952,10,0.302752294,7,0.352941176,0.823529412,0.147058824,0.0,6,0.416666667,0.083333333,0.125,0.458333333,0.083333333,0.25,0.616438356,0.602739726,0.01369863,0.0,0.0,0.0,0.561643836,0.616438356,0.04109589,0.342465753,0.219178082,0.01369863,0.04109589,0.273972603,0.219178082,0.04109589,0.01369863,0.36,0.777777778,15,0.6,1,0.04,1,0.04,1,0.04,0,0.0,2,0.08,0,0.0,4,0.16,1,0.04,25,0.078616352,1.136363636,2,0.006,4,79.0,5.25,54.97272050753901,2.6299556396765835,119,5
id_ 8dTUUk,2704,N,Tartu maakond,23.0,22,22.5,3.0,3,2.0,2,2.0,3.0,3,3.0,3.0,3,3.0,2,2.0,2,2.0,3.0,3,1.0,3,2.0,3.0,1,2.0,293,22,6.494880546,13.31818182,58,17.38497501,20.050507291343475,145,0.489655172,8.338527117,45.02118291,0.022211766,99.78723404,2.181871532,0.589655172,0.116040956,0.14334471,0.0,0.09556314,0.010238908,0.0,0.09556314,0.290102389,0.242320819,1.197183099,46.75767918,0.5,0.619047619,0.25,1.0,0.357142857,0.658823529,0.366197183,1.914893617,0.139931741,0.184300341,0.215017065,0.242320819,0.293515358,10,0.408163265,0.217687075,0.115646259,0.0,0.0,0.0,0.034013605,0.040816327,0.047619048,0.047619048,0.0,0.054421769,0.0,0.006802721,0.0,0.020408163,0.605442177,0.380952381,8,0.352941176,9,0.470588235,0.970588235,0.029411765,0.0,8,0.357142857,0.071428571,0.142857143,0.392857143,0.107142857,0.285714286,0.605633803,0.605633803,0.0,0.0,0.0,0.0,0.507042254,0.605633803,0.028169014,0.295774648,0.211267606,0.098591549,0.0,0.281690141,0.253521127,0.028169014,0.0,0.357142857,1.0,12,0.522,1,0.043,0,0.0,1,0.043,2,0.087,5,0.217,0,0.0,0,0.0,2,0.087,23,0.078498294,1.045454545,1,0.003,5,58.2,4.2,12.988456413292536,1.095445115010332,35,2
id_ 41emSO,2215,M,Tartu maakond,22.0,20,21.0,2.0,2,3.0,3,3.0,2.0,3,2.5,2.0,1,2.0,2,3.0,3,3.0,2.0,2,3.0,2,2.5,3.0,2,2.5,257,19,5.793774319,13.52631579,48,15.28304764,16.682928527544544,153,0.590361446,9.315746483,57.76302337,0.017312113,161.0659211,2.598076211,0.497991968,0.105058366,0.159533074,0.0,0.097276265,0.023346304,0.0,0.128404669,0.276264591,0.210116732,1.314814815,45.3307393,0.888888889,0.682926829,0.28,0.833333333,0.333333333,0.76056338,0.5,1.79245283,0.105058366,0.108949416,0.116731518,0.13229572,0.190661479,10,0.396946565,0.221374046,0.183206107,0.0,0.015267176,0.015267176,0.045801527,0.038167939,0.030534351,0.038167939,0.0,0.022900763,0.0,0.0,0.0,0.007633588,0.625954198,0.374045802,10,0.281690141,5,0.481481481,0.851851852,0.148148148,0.0,6,0.484848485,0.090909091,0.090909091,0.575757576,0.090909091,0.151515152,0.666666667,0.611111111,0.055555556,0.0,0.018518519,0.018518519,0.481481481,0.592592593,0.092592593,0.314814815,0.203703704,0.055555556,0.037037037,0.222222222,0.203703704,0.018518519,0.0,0.36,0.833333333,6,0.5,1,0.083,3,0.25,0,0.0,0,0.0,0,0.0,0,0.0,1,0.083,1,0.083,12,0.046692607,0.631578947,0,0.0,4,63.25,4.5,32.4794807019242,2.3804761428476167,75,5
id_ omd0XN,1698,M,Tartu maakond,20.0,26,23.0,2.0,3,2.0,3,2.5,2.0,3,2.5,2.0,2,3.0,3,2.0,3,2.5,3.0,3,2.0,3,2.5,2.0,3,2.5,250,16,6.236,15.625,53,17.1224134,19.767750000000003,125,0.5,7.90569415,43.98276661,0.022736178,191.40625,2.517544075,0.564,0.076,0.12,0.0,0.1,0.012,0.004,0.104,0.3,0.284,1.056338028,44.0,0.684210526,0.7,0.36,1.0,0.423076923,0.52,0.422535211,1.724137931,0.084,0.1,0.124,0.148,0.212,9,0.355371901,0.140495868,0.214876033,0.0,0.008264463,0.008264463,0.049586777,0.024793388,0.082644628,0.090909091,0.0,0.033057851,0.0,0.0,0.0,0.0,0.628099174,0.371900826,9,0.346666667,7,0.421052632,0.894736842,0.105263158,0.0,5,0.423076923,0.038461538,0.115384615,0.5,0.192307692,0.153846154,0.549295775,0.492957746,0.056338028,0.0,0.0,0.0,0.309859155,0.549295775,0.028169014,0.126760563,0.183098592,0.14084507,0.098591549,0.211267606,0.169014085,0.028169014,0.014084507,0.4,1.0,7,0.5,2,0.143,0,0.0,0,0.0,0,0.0,1,0.071,0,0.0,4,0.286,0,0.0,14,0.056,0.875,2,0.008,4,62.0,3.75,34.18576701884378,1.707825127659933,75,4
id_ UwsRJC,1169,M,Tartu maakond,15.0,14,14.5,2.0,1,2.0,1,1.5,2.0,3,2.5,2.0,2,2.0,2,2.0,3,2.5,2.0,2,0.0,0,0.0,1.0,0,0.5,255,21,5.011764706,12.14285714,37,12.4579756,11.95904761904762,126,0.494117647,7.890426068,43.55517933,0.022959382,107.3259494,2.350048355,0.568627451,0.050980392,0.156862745,0.0,0.098039216,0.003921569,0.011764706,0.098039216,0.31372549,0.258823529,1.212121212,42.74509804,0.846153846,0.675,0.24,1.0,0.36,0.525,0.409090909,1.647887324,0.070588235,0.082352941,0.11372549,0.129411765,0.192156863,11,0.47107438,0.165289256,0.181818182,0.008264463,0.0,0.008264463,0.074380165,0.016528926,0.008264463,0.008264463,0.0,0.024793388,0.0,0.016528926,0.0,0.024793388,0.867768595,0.132231405,9,0.125,3,0.076923077,0.769230769,0.0,0.230769231,6,0.2,0.16,0.0,0.56,0.24,0.04,0.606060606,0.5,0.106060606,0.0,0.045454545,0.0,0.393939394,0.606060606,0.0,0.409090909,0.03030303,0.075757576,0.0,0.212121212,0.212121212,0.0,0.0,0.56,1.0,11,0.25,0,0.0,2,0.045,2,0.045,8,0.182,5,0.114,0,0.0,0,0.0,16,0.364,44,0.17254902,2.095238095,4,0.016,4,62.75,5.0,21.8231528427952,2.449489742783178,52,5
id_ Is8jKc,1869,M,Tartu maakond,17.0,14,15.5,1.0,1,1.0,2,1.5,3.0,3,3.0,2.0,1,2.0,2,2.0,2,2.0,2.0,2,2.0,1,1.5,2.0,0,1.0,225,14,5.484444444,16.07142857,42,15.43852017,16.21830158730159,104,0.462222222,6.933333333,38.01189884,0.026307552,151.3100437,2.057983022,0.568888889,0.062222222,0.12,0.0,0.12,0.008888889,0.0,0.102222222,0.28,0.302222222,0.926470588,41.33333333,0.714285714,0.777777778,0.222222222,1.0,0.217391304,0.603174603,0.352941176,1.391304348,0.062222222,0.071111111,0.097777778,0.124444444,0.164444444,9,0.3,0.13,0.25,0.03,0.0,0.03,0.05,0.03,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.8,0.19,9,0.222222222,4,0.071428571,0.857142857,0.142857143,0.0,6,0.173913043,0.130434783,0.086956522,0.47826087,0.043478261,0.260869565,0.588235294,0.529411765,0.058823529,0.0,0.0,0.0,0.441176471,0.588235294,0.0,0.308823529,0.132352941,0.044117647,0.073529412,0.176470588,0.132352941,0.0,0.044117647,0.333333333,0.0,7,0.304,1,0.043,0,0.0,1,0.043,4,0.174,3,0.13,0,0.0,1,0.043,6,0.261,23,0.102222222,1.642857143,3,0.013,5,44.0,2.6,16.431676725154983,0.5477225575051661,42,1
id_ MZibxs,4519,N,Tartu maakond,25.0,26,25.5,1.0,2,3.0,3,3.0,3.0,3,3.0,3.0,3,3.0,3,3.0,3,3.0,3.0,3,3.0,3,3.0,3.0,3,3.0,229,19,6.777292576,12.05263158,62,17.18365358,21.6764651804183,137,0.598253275,9.053214826,57.47123618,0.017400009,257.6049123,2.857738033,0.624454148,0.144104803,0.131004367,0.0,0.07860262,0.013100437,0.0,0.087336245,0.336244541,0.209606987,1.604166667,53.27510917,0.666666667,0.766666667,0.277777778,0.666666667,0.35,0.688311688,0.583333333,1.949152542,0.139737991,0.179039301,0.192139738,0.244541485,0.296943231,10,0.3,0.261538462,0.084615385,0.0,0.0,0.0,0.030769231,0.038461538,0.061538462,0.092307692,0.007692308,0.076923077,0.0,0.0,0.0,0.030769231,0.684615385,0.3,10,0.25974026,6,0.303030303,0.909090909,0.090909091,0.0,7,0.45,0.1,0.25,0.45,0.2,0.0,0.645833333,0.625,0.020833333,0.0,0.0,0.0,0.541666667,0.645833333,0.0,0.416666667,0.125,0.0625,0.041666667,0.1875,0.166666667,0.0,0.020833333,0.333333333,0.333333333,3,0.5,2,0.333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.167,6,0.026200873,0.315789474,2,0.009,4,56.5,4.5,14.479871085982314,1.2909944487358056,31,3
id_ qZgeJs,1611,M,Tartu maakond,15.0,17,16.0,2.0,3,2.0,3,2.5,1.0,1,1.0,1.0,1,2.0,2,2.0,3,2.5,1.0,1,2.0,2,2.0,2.0,1,1.5,232,11,5.353448276,21.09090909,49,16.90876248,17.659592476489028,128,0.547826087,8.308193965,49.14063516,0.020349757,231.4375,2.424366107,0.482608696,0.120689655,0.159482759,0.0,0.13362069,0.017241379,0.00862069,0.11637931,0.232758621,0.211206897,1.102040816,44.18103448,0.571428571,0.72972973,0.290322581,1.0,0.296296296,0.740740741,0.489795918,2.027777778,0.068965517,0.099137931,0.137931034,0.172413793,0.237068966,9,0.432432432,0.198198198,0.171171171,0.0,0.009009009,0.009009009,0.054054054,0.036036036,0.027027027,0.036036036,0.0,0.0,0.0,0.0,0.0,0.027027027,0.702702703,0.288288288,9,0.314814815,5,0.357142857,0.892857143,0.107142857,0.0,8,0.185185185,0.333333333,0.074074074,0.37037037,0.037037037,0.185185185,0.673469388,0.612244898,0.06122449,0.0,0.163265306,0.020408163,0.367346939,0.591836735,0.102040816,0.448979592,0.102040816,0.081632653,0.0,0.244897959,0.224489796,0.020408163,0.0,0.35483871,0.5,10,0.417,2,0.083,2,0.083,2,0.083,0,0.0,5,0.208,0,0.0,0,0.0,3,0.125,24,0.103448276,2.181818182,5,0.022,4,57.5,2.5,50.182998449009936,1.2909944487358056,108,3
id_ Gm0Aij,3712,N,Tartu maakond,24.0,27,25.5,1.0,3,2.0,3,2.5,3.0,3,3.0,3.0,3,3.0,3,3.0,3,3.0,3.0,3,3.0,3,3.0,3.0,3,3.0,211,22,6.682464455,9.590909091,53,14.74771314,19.85945928479104,124,0.587677725,8.536512046,53.88195645,0.018559089,176.0662252,2.828427125,0.668246445,0.099526066,0.180094787,0.0,0.075829384,0.033175355,0.0,0.028436019,0.3507109,0.232227488,1.510204082,52.13270142,0.714285714,0.736842105,0.3125,0.571428571,0.666666667,0.540540541,0.571428571,2.01754386,0.123222749,0.151658768,0.194312796,0.232227488,0.274881517,10,0.297029703,0.277227723,0.217821782,0.00990099,0.0,0.00990099,0.03960396,0.03960396,0.01980198,0.079207921,0.0,0.00990099,0.0,0.0,0.0,0.00990099,0.683168317,0.316831683,9,0.324324324,4,0.380952381,1.0,0.0,0.0,3,0.0,0.166666667,0.0,0.666666667,0.166666667,0.0,0.612244898,0.571428571,0.040816327,0.0,0.0,0.0,0.387755102,0.612244898,0.020408163,0.265306122,0.12244898,0.040816327,0.142857143,0.326530612,0.244897959,0.020408163,0.06122449,0.125,0.571428571,4,0.444,2,0.222,1,0.111,1,0.111,0,0.0,1,0.111,0,0.0,0,0.0,0,0.0,9,0.042654028,0.409090909,3,0.014,4,52.25,5.25,10.04572877727976,0.957427107756338,24,2
id_ vOgVy9,4235,N,Tartu maakond,24.0,25,24.5,1.0,1,2.0,3,2.5,3.0,3,3.0,3.0,3,3.0,3,3.0,3,3.0,3.0,3,3.0,3,3.0,3.0,3,3.0,200,17,6.895,11.76470588,61,16.41877587,21.330235294117653,109,0.545,7.707463915,46.24971706,0.021621754,200.0,2.182178902,0.565,0.09,0.175,0.0,0.045,0.03,0.0,0.14,0.31,0.21,1.476190476,45.25,0.666666667,0.657142857,0.666666667,1.0,0.321428571,0.564516129,0.476190476,1.904761905,0.105,0.15,0.195,0.21,0.26,9,0.277777778,0.240740741,0.240740741,0.0,0.0,0.0,0.055555556,0.037037037,0.046296296,0.037037037,0.0,0.046296296,0.0,0.0,0.0,0.018518519,0.453703704,0.546296296,9,0.419354839,5,0.833333333,0.944444444,0.055555556,0.0,8,0.642857143,0.214285714,0.0,0.357142857,0.214285714,0.214285714,0.666666667,0.666666667,0.0,0.0,0.0,0.0,0.595238095,0.666666667,0.023809524,0.333333333,0.261904762,0.023809524,0.047619048,0.285714286,0.261904762,0.023809524,0.0,0.222222222,1.0,9,0.692,1,0.077,0,0.0,1,0.077,0,0.0,2,0.154,0,0.0,0,0.0,0,0.0,13,0.065,0.764705882,1,0.005,4,48.75,4.0,12.12091855705114,0.816496580927726,29,2
id_ z9epHw,1230,M,Tartu maakond,13.0,15,14.0,1.0,1,1.0,2,1.5,2.0,3,2.5,2.0,2,2.0,2,2.0,2,2.0,2.0,1,0.0,0,0.0,1.0,2,1.5,213,11,5.469483568,19.36363636,48,16.80068503,18.27637217242852,103,0.483568075,7.057443711,39.5608456,0.025277518,64.82608696,2.2,0.492957746,0.112676056,0.187793427,0.0,0.126760563,0.028169014,0.0,0.093896714,0.211267606,0.234741784,0.9,41.78403756,0.708333333,0.525,0.259259259,0.5,0.25,0.622222222,0.44,2.393939394,0.070422535,0.112676056,0.145539906,0.17370892,0.211267606,10,0.460674157,0.202247191,0.112359551,0.011235955,0.0,0.011235955,0.078651685,0.0,0.011235955,0.04494382,0.0,0.011235955,0.0,0.02247191,0.0,0.033707865,0.584269663,0.404494382,7,0.422222222,7,0.416666667,0.666666667,0.333333333,0.0,5,0.35,0.5,0.15,0.3,0.0,0.05,0.62,0.6,0.02,0.0,0.0,0.1,0.48,0.58,0.14,0.28,0.3,0.04,0.02,0.26,0.16,0.1,0.0,0.518518519,1.0,8,0.267,4,0.133,1,0.033,2,0.067,3,0.1,3,0.1,0,0.0,0,0.0,9,0.3,30,0.14084507,2.727272727,5,0.023,4,52.75,2.5,25.90205912020638,1.0,50,2
id_ O9j3Ki,2172,N,Tartu maakond,23.0,19,21.0,2.0,1,2.0,3,2.5,3.0,2,2.5,2.0,2,3.0,2,3.0,3,3.0,3.0,2,2.0,1,1.5,3.0,3,3.0,305,16,5.678688525,19.0625,52,17.41096569,18.19126024590164,133,0.434210526,7.570719218,39.17932839,0.025523664,95.64044944,1.784435632,0.559210526,0.150819672,0.140983607,0.0,0.131147541,0.013114754,0.013114754,0.095081967,0.206557377,0.249180328,0.828947368,44.26229508,0.47826087,0.604651163,0.2,1.0,0.413793103,0.555555556,0.289473684,1.627906977,0.078688525,0.127868852,0.144262295,0.160655738,0.213114754,10,0.345070423,0.126760563,0.338028169,0.014084507,0.0,0.014084507,0.014084507,0.007042254,0.049295775,0.056338028,0.0,0.021126761,0.0,0.0,0.0,0.007042254,0.788732394,0.190140845,9,0.158730159,6,0.260869565,0.869565217,0.130434783,0.0,4,0.172413793,0.24137931,0.034482759,0.275862069,0.379310345,0.068965517,0.578947368,0.342105263,0.236842105,0.0,0.026315789,0.0,0.210526316,0.578947368,0.013157895,0.157894737,0.078947368,0.118421053,0.013157895,0.197368421,0.171052632,0.013157895,0.013157895,0.275,0.75,12,0.462,1,0.038,1,0.038,1,0.038,1,0.038,1,0.038,0,0.0,2,0.077,7,0.269,26,0.085245902,1.625,0,0.0,4,75.75,3.75,19.93949180228356,0.957427107756338,46,2
id_ wc1nbu,2683,M,Tartu maakond,18.0,18,18.0,3.0,2,2.0,3,2.5,2.0,3,2.5,2.0,2,3.0,2,3.0,3,3.0,3.0,3,0.0,0,0.0,0.0,0,0.0,283,17,5.427561837,16.64705882,45,15.97811099,16.503766368738308,134,0.471631206,7.920034745,42.35350808,0.023610795,99.35901387,2.743977362,0.45035461,0.091872792,0.159010601,0.0,0.116607774,0.024734982,0.003533569,0.141342756,0.222614841,0.240282686,0.926470588,39.92932862,0.576923077,0.577777778,0.272727273,0.571428571,0.35,0.571428571,0.470588235,2.131147541,0.074204947,0.098939929,0.120141343,0.155477032,0.183745583,8,0.446153846,0.238461538,0.176923077,0.0,0.0,0.0,0.030769231,0.023076923,0.030769231,0.038461538,0.0,0.0,0.0,0.0,0.0,0.015384615,0.761538462,0.238461538,8,0.19047619,4,0.346153846,0.769230769,0.230769231,0.0,7,0.25,0.175,0.225,0.275,0.275,0.05,0.632352941,0.602941176,0.029411765,0.0,0.102941176,0.029411765,0.367647059,0.632352941,0.117647059,0.397058824,0.102941176,0.102941176,0.058823529,0.25,0.132352941,0.117647059,0.0,0.454545455,1.0,14,0.412,2,0.059,2,0.059,3,0.088,1,0.029,0,0.0,0,0.0,0,0.0,12,0.353,34,0.120141343,2.0,5,0.018,5,56.2,3.2,23.069460331789298,0.8366600265340756,57,2
id_ HObrHn,2134,N,Tartu maakond,11.0,13,12.0,2.0,1,1.0,1,1.0,2.0,3,2.5,1.0,1,1.0,2,2.0,2,2.0,2.0,2,0.0,1,0.5,0.0,0,0.0,213,18,6.075117371,11.83333333,48,15.32224138,17.223122065727704,126,0.591549296,8.633377744,54.74836578,0.018265385,222.8652632,2.9,0.521126761,0.093896714,0.178403756,0.0,0.079812207,0.014084507,0.0,0.145539906,0.253521127,0.234741784,1.08,40.14084507,0.85,0.684210526,0.235294118,1.0,0.290322581,0.740740741,0.58,2.029411765,0.061032864,0.070422535,0.093896714,0.107981221,0.131455399,10,0.428571429,0.180952381,0.123809524,0.00952381,0.0,0.00952381,0.047619048,0.028571429,0.028571429,0.076190476,0.0,0.057142857,0.0,0.0,0.0,0.019047619,0.542857143,0.457142857,9,0.388888889,7,0.4,0.9,0.05,0.05,7,0.612903226,0.451612903,0.064516129,0.322580645,0.064516129,0.096774194,0.64,0.58,0.06,0.0,0.14,0.0,0.4,0.64,0.0,0.22,0.32,0.04,0.0,0.24,0.22,0.0,0.02,0.352941176,1.0,13,0.464,2,0.071,2,0.071,2,0.071,0,0.0,2,0.071,0,0.0,3,0.107,4,0.143,28,0.131455399,1.555555556,8,0.038,4,52.75,4.25,30.92329219213245,2.217355782608345,56,5
id_ l2E9VI,2015,N,Tartu maakond,12.0,16,14.0,0.0,1,2.0,2,2.0,3.0,3,3.0,2.0,2,1.0,2,2.0,2,2.0,1.0,2,1.0,1,1.0,0.0,1,0.5,214,17,5.579439252,12.58823529,42,14.38531664,15.896981858163826,136,0.635514019,9.296768608,63.51722153,0.015743762,267.1433333,2.574383612,0.46728972,0.070093458,0.219626168,0.0,0.070093458,0.023364486,0.004672897,0.140186916,0.23364486,0.238317757,0.980392157,36.44859813,0.866666667,0.70212766,0.4,1.0,0.4,0.86,0.509803922,1.923076923,0.074766355,0.079439252,0.098130841,0.102803738,0.163551402,10,0.364583333,0.25,0.15625,0.03125,0.0,0.03125,0.0625,0.052083333,0.0,0.020833333,0.010416667,0.03125,0.0,0.0,0.0,0.010416667,0.864583333,0.125,10,0.14,4,0.2,0.8,0.2,0.0,5,0.066666667,0.133333333,0.2,0.3,0.266666667,0.1,0.568627451,0.490196078,0.078431373,0.0,0.098039216,0.0,0.294117647,0.411764706,0.215686275,0.31372549,0.078431373,0.117647059,0.0,0.254901961,0.137254902,0.058823529,0.058823529,0.533333333,1.0,10,0.667,1,0.067,0,0.0,0,0.0,0,0.0,1,0.067,0,0.0,1,0.067,2,0.133,15,0.070093458,0.882352941,6,0.028,4,53.0,4.0,15.01110699893027,0.816496580927726,34,2
id_ E5JEy7,2716,N,Tartu maakond,25.0,26,25.5,3.0,3,3.0,2,2.5,3.0,3,3.0,3.0,3,2.0,3,3.0,3,3.0,3.0,3,3.0,3,3.0,2.0,3,2.5,255,27,6.62745098,9.444444444,53,14.60736647,19.652549019607843,145,0.565217391,8.990332973,53.66519175,0.018634052,267.5002985,2.806608127,0.604743083,0.125490196,0.11372549,0.0,0.074509804,0.015686275,0.0,0.098039216,0.333333333,0.239215686,1.393442623,51.17647059,0.8125,0.655172414,0.263157895,0.75,0.32,0.635294118,0.508196721,2.209677419,0.082352941,0.105882353,0.141176471,0.17254902,0.235294118,12,0.408450704,0.183098592,0.105633803,0.021126761,0.0,0.021126761,0.028169014,0.077464789,0.035211268,0.056338028,0.0,0.049295775,0.007042254,0.007042254,0.0,0.014084507,0.577464789,0.415492958,12,0.411764706,7,0.4375,0.90625,0.0625,0.03125,6,0.4,0.04,0.24,0.36,0.08,0.28,0.606557377,0.590163934,0.016393443,0.0,0.0,0.0,0.540983607,0.606557377,0.049180328,0.344262295,0.196721311,0.049180328,0.032786885,0.31147541,0.213114754,0.049180328,0.049180328,0.157894737,0.75,8,0.667,0,0.0,0,0.0,0,0.0,0,0.0,3,0.25,0,0.0,0,0.0,1,0.083,12,0.047058824,0.444444444,4,0.016,4,63.25,6.5,22.75045787085028,2.3804761428476167,49,5
id_ hBuHv5,1836,N,Harju maakond,11.0,6,8.5,0.0,0,2.0,1,1.5,3.0,1,2.0,2.0,1,1.0,1,2.0,1,1.5,1.0,1,0.0,0,0.0,0.0,0,0.0,201,9,5.134328358,22.33333333,48,16.18397176,17.307064676616914,104,0.517412935,7.335594405,42.68393533,0.023428018,114.2741117,2.475410991,0.437810945,0.07960199,0.199004975,0.0,0.084577114,0.004975124,0.0,0.218905473,0.174129353,0.233830846,0.744680851,30.34825871,0.6875,0.675,0.352941176,1.0,0.25,0.742857143,0.510638298,1.766666667,0.069651741,0.069651741,0.094527363,0.099502488,0.149253731,8,0.505263158,0.084210526,0.252631579,0.0,0.0,0.0,0.021052632,0.031578947,0.021052632,0.0,0.0,0.031578947,0.0,0.0,0.0,0.052631579,0.663157895,0.336842105,6,0.285714286,4,0.1875,0.8125,0.1875,0.0,8,0.431818182,0.340909091,0.090909091,0.295454545,0.068181818,0.204545455,0.765957447,0.744680851,0.021276596,0.0,0.106382979,0.063829787,0.510638298,0.765957447,0.021276596,0.276595745,0.404255319,0.106382979,0.0,0.085106383,0.063829787,0.021276596,0.0,0.352941176,0.0,11,0.25,1,0.023,0,0.0,0,0.0,11,0.25,6,0.136,1,0.023,0,0.0,14,0.318,44,0.218905473,4.888888889,11,0.055,3,66.0,2.6666666666666665,9.848857801796104,0.5773502691896257,19,1
